401
0.00	0.0
0.04	0.1
0.08	0.2
0.12	0.3
0.16	0.4
0.20	0.5
0.24	0.6
0.28	0.6
0.32	0.7
0.36	0.8
0.40	0.9
0.44	1.0
0.48	1.1
0.52	1.1
0.56	1.2
0.60	1.3
0.64	1.4
0.68	1.4
0.72	1.5
0.76	1.6
0.80	1.6
0.84	1.7
0.88	1.8
0.92	1.8
0.96	1.9
1.00	2.0
1.04	2.0
1.08	2.1
1.12	2.1
1.16	2.2
1.20	2.2
1.24	2.3
1.28	2.3
1.32	2.4
1.36	2.4
1.40	2.5
1.44	2.5
1.48	2.5
1.52	2.6
1.56	2.6
1.60	2.6
1.64	2.7
1.68	2.7
1.72	2.7
1.76	2.8
1.80	2.8
1.84	2.8
1.88	2.8
1.92	2.9
1.96	2.9
2.00	2.9
2.04	2.9
2.08	2.9
2.12	2.9
2.16	3.0
2.20	3.0
2.24	3.0
2.28	3.0
2.32	3.0
2.36	3.0
2.40	3.0
2.44	3.0
2.48	3.0
2.52	3.0
2.56	3.0
2.60	3.0
2.64	3.0
2.68	3.0
2.72	3.0
2.76	3.0
2.80	2.9
2.84	2.9
2.88	2.9
2.92	2.9
2.96	2.9
3.00	2.9
3.04	2.8
3.08	2.8
3.12	2.8
3.16	2.8
3.20	2.7
3.24	2.7
3.28	2.7
3.32	2.6
3.36	2.6
3.40	2.6
3.44	2.5
3.48	2.5
3.52	2.4
3.56	2.4
3.60	2.3
3.64	2.3
3.68	2.2
3.72	2.2
3.76	2.1
3.80	2.1
3.84	2.0
3.88	2.0
3.92	1.9
3.96	1.9
4.00	1.8
4.04	1.7
4.08	1.7
4.12	1.6
4.16	1.5
4.20	1.5
4.24	1.4
4.28	1.3
4.32	1.3
4.36	1.2
4.40	1.1
4.44	1.0
4.48	0.9
4.52	0.9
4.56	0.8
4.60	0.7
4.64	0.6
4.68	0.5
4.72	0.4
4.76	0.3
4.80	0.2
4.84	0.2
4.88	0.1
4.92	-0.0
4.96	-0.1
5.00	-0.2
5.04	-0.3
5.08	-0.5
5.12	-0.6
5.16	-0.7
5.20	-0.8
5.24	-0.9
5.28	-1.0
5.32	-1.1
5.36	-1.2
5.40	-1.3
5.44	-1.5
5.48	-1.6
5.52	-1.7
5.56	-1.8
5.60	-2.0
5.64	-2.1
5.68	-2.2
5.72	-2.3
5.76	-2.5
5.80	-2.6
5.84	-2.7
5.88	-2.9
5.92	-3.0
5.96	-3.2
6.00	-3.3
6.02	-3.2
6.04	-3.2
6.06	-3.1
6.08	-3.1
6.10	-3.1
6.12	-3.0
6.14	-3.0
6.16	-2.9
6.18	-2.9
6.20	-2.8
6.22	-2.8
6.24	-2.7
6.26	-2.7
6.28	-2.7
6.30	-2.6
6.32	-2.6
6.34	-2.5
6.36	-2.5
6.38	-2.4
6.40	-2.4
6.42	-2.4
6.44	-2.3
6.46	-2.3
6.48	-2.2
6.50	-2.2
6.52	-2.2
6.54	-2.1
6.56	-2.1
6.58	-2.1
6.60	-2.0
6.62	-2.0
6.64	-1.9
6.66	-1.9
6.68	-1.9
6.70	-1.8
6.72	-1.8
6.74	-1.8
6.76	-1.7
6.78	-1.7
6.80	-1.7
6.82	-1.6
6.84	-1.6
6.86	-1.6
6.88	-1.5
6.90	-1.5
6.92	-1.5
6.94	-1.4
6.96	-1.4
6.98	-1.4
7.00	-1.4
7.02	-1.3
7.04	-1.3
7.06	-1.3
7.08	-1.2
7.10	-1.2
7.12	-1.2
7.14	-1.2
7.16	-1.1
7.18	-1.1
7.20	-1.1
7.22	-1.1
7.24	-1.0
7.26	-1.0
7.28	-1.0
7.30	-1.0
7.32	-1.0
7.34	-0.9
7.36	-0.9
7.38	-0.9
7.40	-0.9
7.42	-0.8
7.44	-0.8
7.46	-0.8
7.48	-0.8
7.50	-0.8
7.52	-0.8
7.54	-0.7
7.56	-0.7
7.58	-0.7
7.60	-0.7
7.62	-0.7
7.64	-0.7
7.66	-0.6
7.68	-0.6
7.70	-0.6
7.72	-0.6
7.74	-0.6
7.76	-0.6
7.78	-0.5
7.80	-0.5
7.82	-0.5
7.84	-0.5
7.86	-0.5
7.88	-0.5
7.90	-0.5
7.92	-0.5
7.94	-0.5
7.96	-0.4
7.98	-0.4
8.00	-0.4
8.02	-0.4
8.04	-0.4
8.06	-0.4
8.08	-0.4
8.10	-0.4
8.12	-0.4
8.14	-0.4
8.16	-0.4
8.18	-0.4
8.20	-0.4
8.22	-0.4
8.24	-0.4
8.26	-0.4
8.28	-0.3
8.30	-0.3
8.32	-0.3
8.34	-0.3
8.36	-0.3
8.38	-0.3
8.40	-0.3
8.42	-0.3
8.44	-0.3
8.46	-0.3
8.48	-0.3
8.50	-0.3
8.52	-0.3
8.54	-0.3
8.56	-0.3
8.58	-0.3
8.60	-0.4
8.62	-0.4
8.64	-0.4
8.66	-0.4
8.68	-0.4
8.70	-0.4
8.72	-0.4
8.74	-0.4
8.76	-0.4
8.78	-0.4
8.80	-0.4
8.82	-0.4
8.84	-0.4
8.86	-0.4
8.88	-0.4
8.90	-0.4
8.92	-0.5
8.94	-0.5
8.96	-0.5
8.98	-0.5
9.00	-0.5
9.01	-0.5
9.02	-0.5
9.03	-0.5
9.04	-0.5
9.05	-0.5
9.06	-0.4
9.07	-0.4
9.08	-0.4
9.09	-0.4
9.10	-0.4
9.11	-0.4
9.12	-0.4
9.13	-0.4
9.14	-0.4
9.15	-0.4
9.16	-0.4
9.17	-0.3
9.18	-0.3
9.19	-0.3
9.20	-0.3
9.21	-0.3
9.22	-0.3
9.23	-0.3
9.24	-0.3
9.25	-0.3
9.26	-0.3
9.27	-0.3
9.28	-0.3
9.29	-0.3
9.30	-0.2
9.31	-0.2
9.32	-0.2
9.33	-0.2
9.34	-0.2
9.35	-0.2
9.36	-0.2
9.37	-0.2
9.38	-0.2
9.39	-0.2
9.40	-0.2
9.41	-0.2
9.42	-0.2
9.43	-0.2
9.44	-0.2
9.45	-0.2
9.46	-0.1
9.47	-0.1
9.48	-0.1
9.49	-0.1
9.50	-0.1
9.51	-0.1
9.52	-0.1
9.53	-0.1
9.54	-0.1
9.55	-0.1
9.56	-0.1
9.57	-0.1
9.58	-0.1
9.59	-0.1
9.60	-0.1
9.61	-0.1
9.62	-0.1
9.63	-0.1
9.64	-0.1
9.65	-0.1
9.66	-0.1
9.67	-0.1
9.68	-0.1
9.69	-0.0
9.70	-0.0
9.71	-0.0
9.72	-0.0
9.73	-0.0
9.74	-0.0
9.75	-0.0
9.76	-0.0
9.77	-0.0
9.78	-0.0
9.79	-0.0
9.80	-0.0
9.81	-0.0
9.82	-0.0
9.83	-0.0
9.84	-0.0
9.85	-0.0
9.86	-0.0
9.87	-0.0
9.88	-0.0
9.89	-0.0
9.90	-0.0
9.91	0.0
9.92	0.0
9.93	0.0
9.94	0.0
9.95	0.0
9.96	0.0
9.97	0.0
9.98	0.0
9.99	0.0
10.00	0.0
